name,all_reviews,popular_tags
Holy Potatoes! A Weapon Shop?!,"Mostly Positive,(739),- 72% of the 739 user reviews for this game are positive.","Management,Indie,Simulation,Casual,Funny,Crafting,Singleplayer,RPG"
Kreedz Climbing,"Mostly Positive,(739),- 77% of the 739 user reviews for this game are positive.","Free to Play,Racing,Parkour,Indie,Multiplayer,Sports,FPS,Action,First-Person,Singleplayer,3D Platformer"
ProjectM : Daydream,"Mostly Positive,(74),- 71% of the 74 user reviews for this game are positive.","Simulation,Adventure,VR,Sexual Content"
Mechanism,"Mostly Positive,(74),- 71% of the 74 user reviews for this game are positive.","Adventure,Indie,Robots,Puzzle,Atmospheric,Steampunk,Cute,Horror,Singleplayer,Story Rich,Psychological,Dark,Walking Simulator,Third Person,Psychological Horror,Open World,Mystery,Drama,Thriller,Mature"
President Erect VR,"Mostly Positive,(74),- 74% of the 74 user reviews for this game are positive.","Sexual Content,Free to Play,Casual,Indie,VR"
FSX Steam Edition: Airbus A318/A319 Add-On,"Mostly Positive,(74),- 74% of the 74 user reviews for this game are positive.",Simulation
World of Myths,"Mostly Positive,(74),- 77% of the 74 user reviews for this game are positive.","Early Access,Free to Play,Strategy,Early Access,Card Game,Trading Card Game,Turn-Based Strategy"
Sakura Agent,"Mostly Positive,(74),- 77% of the 74 user reviews for this game are positive.","Sexual Content,Nudity,Visual Novel,Anime,Adventure,Casual,Indie,Dating Sim"
Sol705,"Mostly Positive,(74),- 78% of the 74 user reviews for this game are positive.","Free to Play,Adventure,Indie,Casual,Point & Click"
Slap Village: Reality Slap,"Mostly Positive,(74),- 79% of the 74 user reviews for this game are positive.","Adventure,Western,Indie,Mystery,Point & Click,Aliens,Comedy,Female Protagonist,Puzzle,Hand-drawn,Singleplayer,Hidden Object,Story Rich,Cartoon,Minigames"
Dracula: Love Kills,"Mostly Positive,(74),- 79% of the 74 user reviews for this game are positive.","Casual,Adventure,Hidden Object,Point & Click,Vampire,Puzzle"
Daedalus - No Escape,"Mostly Positive,(74),- 79% of the 74 user reviews for this game are positive.","Action,Indie,Top-Down Shooter,Top-Down,Multiplayer,Arena Shooter"
Soccer Manager 2016,"Mostly Positive,(740),- 70% of the 740 user reviews for this game are positive.","Free to Play,Soccer,Sports,Strategy,Football,Multiplayer,Indie,Management,Singleplayer,Simulation"
Monster Loves You!,"Mostly Positive,(740),- 75% of the 740 user reviews for this game are positive.","Casual,Indie,Simulation,Multiple Endings,RPG,Adventure,Choose Your Own Adventure,Singleplayer,Choices Matter,Cute,Short,Comedy,Family Friendly,Story Rich,Text-Based,Point & Click,Funny,Visual Novel"
The Town of Light,"Mostly Positive,(741),- 79% of the 741 user reviews for this game are positive.","Exploration,Psychological,Horror,Female Protagonist,Indie,Adventure,Psychological Horror,Atmospheric,Mystery,Story Rich,Drama,Historical,Choose Your Own Adventure,Open World,Nudity,Great Soundtrack,Walking Simulator,Narration,Sexual Content,Dynamic Narration"
Crea,"Mostly Positive,(742),- 77% of the 742 user reviews for this game are positive.","Sandbox,Crafting,2D,RPG,Adventure,Survival,Multiplayer,Indie,Action,Pixel Graphics,Building,Open World,Co-op,Side Scroller,Moddable,Platformer,Singleplayer,Memes,Early Access,Great Soundtrack"
SAS,"Mostly Positive,(75),- 70% of the 75 user reviews for this game are positive.","Early Access,Adventure,Action,RPG,Early Access,Massively Multiplayer,Strategy,Survival,Online Co-Op,Indie"
Woodpunk,"Mostly Positive,(75),- 73% of the 75 user reviews for this game are positive.","Action,Indie,Bullet Hell,Rogue-like,Pixel Graphics,Difficult,Co-op,Retro,Local Co-Op,Twin Stick Shooter,Rogue-lite,Top-Down Shooter,Shooter,Shoot 'Em Up,2D,Local Multiplayer,Hack and Slash,Procedural Generation,Replay Value,Great Soundtrack"
Sentry Knight Tactics,"Mostly Positive,(75),- 74% of the 75 user reviews for this game are positive.","Adventure,Strategy,Indie,Action,RPG,2D,Cute,Action RPG,Fantasy,Singleplayer,Classic,Difficult,Tactical"
HeXen: Deathkings of the Dark Citadel,"Mostly Positive,(75),- 74% of the 75 user reviews for this game are positive.","Action,Classic,FPS,Shooter,Fantasy,Dark Fantasy,Retro"
The Art of Playing,"Mostly Positive,(75),- 77% of the 75 user reviews for this video are positive.","Documentary,Game Development,Indie,Gaming"
Sugar Cube: Bittersweet Factory,"Mostly Positive,(75),- 78% of the 75 user reviews for this game are positive.","Indie,Platformer,Action,Puzzle-Platformer,Singleplayer,2D,Casual,Soundtrack,Cute"
Gay World,"Mostly Positive,(75),- 78% of the 75 user reviews for this game are positive.","Sexual Content,Nudity,Simulation,Indie,Casual"
Airmen,"Mostly Positive,(75),- 78% of the 75 user reviews for this game are positive.","Action,Indie,Strategy,Building,Steampunk,Massively Multiplayer,Multiplayer,Flight,Sandbox,Team-Based,FPS,First-Person,Online Co-Op,Crafting,Co-op,PvP,PvE,Shooter,Open World,Adventure"
KROSMAGA,"Mostly Positive,(755),- 72% of the 755 user reviews for this game are positive.","Free to Play,Strategy,Card Game,Turn-Based Strategy,Multiplayer,Turn-Based Tactics,Turn-Based Combat,Massively Multiplayer,Tactical,Casual,Trading Card Game,Anime,Family Friendly,Indie"
Nelo,"Mostly Positive,(76),- 73% of the 76 user reviews for this game are positive.","Early Access,Early Access,Action,Indie,Character Action Game,Fast-Paced,Cyberpunk,Metroidvania,Ninja,Robots,Third-Person Shooter,Bullet Time,Great Soundtrack,Hack and Slash,Spectacle fighter,Bullet Hell,Top-Down Shooter,Sci-fi,Singleplayer,Aliens"
Empire: Total War??- Elite Units of America,"Mostly Positive,(76),- 73% of the 76 user reviews for this game are positive.",Strategy
Kingdoms of Amalur: Reckoning - Weapons & Armor Bundle,"Mostly Positive,(76),- 75% of the 76 user reviews for this game are positive.","RPG,Action,Fantasy"
The Low Road,"Mostly Positive,(76),- 76% of the 76 user reviews for this game are positive.","Adventure,Retro,Investigation,Cartoony,Detective,Indie,Casual,Colorful,Mystery,Crime,Point & Click,2D,Story Rich,Female Protagonist,Great Soundtrack,Funny,Dark Comedy,Hand-drawn,Singleplayer,Puzzle"
The Dwarf Run,"Mostly Positive,(76),- 76% of the 76 user reviews for this game are positive.","RPG,Indie,Adventure,Turn-Based,Story Rich,Turn-Based Combat,Fantasy"
Deep Dark Fight,"Mostly Positive,(76),- 77% of the 76 user reviews for this game are positive.","Action,Adventure,Indie,Nudity,Memes"
Cladun X2 / ??êº€?ë£”ê¸¿?????ˆê¶¦???ºX2,"Mostly Positive,(76),- 77% of the 76 user reviews for this game are positive.","RPG,Action,Indie,JRPG,Retro,Singleplayer,Action RPG,Pixel Graphics,Dungeon Crawler,Anime,Rogue-like,Character Customization"
Gatling Gears,"Mostly Positive,(76),- 78% of the 76 user reviews for this game are positive.","Action,Adventure,Indie,Twin Stick Shooter,Steampunk,Co-op"
Galaxy on Fire 2??Full HD,"Mostly Positive,(760),- 71% of the 760 user reviews for this game are positive.","Space,Simulation,Action,Sci-fi,Space Sim,Open World,Indie,Singleplayer,Strategy,Shooter,RPG,Trading,Adventure,Masterpiece,Third Person"
Split/Second,"Mostly Positive,(760),- 77% of the 760 user reviews for this game are positive.","Racing,Action,Destruction,Multiplayer,Split Screen,Arcade,Singleplayer,Local Co-Op,Local Multiplayer,Great Soundtrack"
STASIS,"Mostly Positive,(762),- 78% of the 762 user reviews for this game are positive.","Adventure,Horror,Point & Click,Sci-fi,Isometric,Story Rich,Atmospheric,Singleplayer,Space,Puzzle,2D,Classic,2.5D,Post-apocalyptic,Psychological Horror,Retro,Fantasy,Gore,Indie,Kickstarter"
Lead and Gold: Gangs of the Wild West,"Mostly Positive,(767),- 71% of the 767 user reviews for this game are positive.","Western,Action,Multiplayer,Third-Person Shooter,Shooter,Third Person"
The Banner Saga: Factions,"Mostly Positive,(768),- 73% of the 768 user reviews for this game are positive.","Free to Play,Strategy,Indie,RPG,Turn-Based Strategy,Turn-Based,Tactical,Fantasy,Multiplayer,2D"
Optimum Link,"Mostly Positive,(77),- 70% of the 77 user reviews for this game are positive.","Free to Play,Indie,Casual,Simulation,Abstract,Funny,Great Soundtrack,Sandbox"
Apocalipsis,"Mostly Positive,(77),- 72% of the 77 user reviews for this game are positive.","Adventure,Casual,Indie,Hand-drawn,Story Rich,Point & Click,Mature,Singleplayer,Puzzle,Atmospheric,Stylized,Action,Relaxing,Post-apocalyptic,Great Soundtrack,Horror,Exploration"
Elven Legacy,"Mostly Positive,(77),- 74% of the 77 user reviews for this game are positive.","Strategy,RPG,Turn-Based Strategy,Fantasy"
Digital Resistance,"Mostly Positive,(77),- 74% of the 77 user reviews for this game are positive.","Indie,Action,Adventure,Platformer"
A Trip to Yugoslavia: Director's Cut,"Mostly Positive,(77),- 79% of the 77 user reviews for this game are positive.","Indie,Casual,Action,Adventure,FMV"
1954 Alcatraz,"Mostly Positive,(777),- 71% of the 777 user reviews for this game are positive.","Adventure,Point & Click,Indie,Singleplayer,Puzzle,Crime,Female Protagonist,Noir"
Euro Truck Simulator 2 - Schwarzmì²´ller Trailer Pack,"Mostly Positive,(777),- 75% of the 777 user reviews for this game are positive.","Simulation,Indie,Singleplayer,Multiplayer"
Desperados: Wanted Dead or Alive,"Mostly Positive,(777),- 76% of the 777 user reviews for this game are positive.","Strategy,Western,Tactical,Action,Isometric,Stealth,Singleplayer,Classic,Real Time Tactics,Atmospheric,Real-Time,Masterpiece,RTS"
The Crew??Speed Car Pack,"Mostly Positive,(78),- 70% of the 78 user reviews for this game are positive.","Racing,Action,Massively Multiplayer"
8infinity,"Mostly Positive,(78),- 70% of the 78 user reviews for this game are positive.","Action,Casual,Indie"
Squirreltopia,"Mostly Positive,(78),- 73% of the 78 user reviews for this game are positive.","Indie,Action,Adventure,Platformer,Difficult,Singleplayer,2D,Pixel Graphics,Cute"
Metal Drift,"Mostly Positive,(78),- 73% of the 78 user reviews for this game are positive.","Action,Indie,Racing,Sports,Multiplayer"
RAIN Project - a touhou fangame,"Mostly Positive,(78),- 74% of the 78 user reviews for this game are positive.","Indie,Adventure,Action,RPG,Female Protagonist,Faith,Anime,Pixel Graphics"
Fortify,"Mostly Positive,(78),- 74% of the 78 user reviews for this game are positive.","Strategy,Indie,Action,RTS,Tower Defense"
The Spectrum Retreat,"Mostly Positive,(78),- 75% of the 78 user reviews for this game are positive.","Adventure,Indie,Puzzle,Strategy,First-Person"
Pirates of the Polygon Sea,"Mostly Positive,(78),- 76% of the 78 user reviews for this game are positive.","Indie,Pirates,Strategy,Adventure,Action,Real-Time,Sailing"
Borderlands 2: Assassin Domination Pack,"Mostly Positive,(78),- 78% of the 78 user reviews for this game are positive.","Action,RPG"
My Riding Stables: Life with Horses,"Mostly Positive,(78),- 79% of the 78 user reviews for this game are positive.","Casual,Simulation,Horses,Sports,Family Friendly,Female Protagonist"
Remothered: Tormented Fathers,"Mostly Positive,(780),- 79% of the 780 user reviews for this game are positive.","Horror,Action,Nudity,Violent,Female Protagonist,Gore,Psychological Horror,Adventure,Survival Horror,Indie,Atmospheric,Stealth,Story Rich,Third Person"
Decay: The Mare,"Mostly Positive,(782),- 73% of the 782 user reviews for this game are positive.","Horror,Point & Click,Adventure,Indie,Psychological Horror,Puzzle,Singleplayer,Psychological"
GameGuru,"Mostly Positive,(783),- 72% of the 783 user reviews for this software are positive.","Game Development,Software,Design & Illustration,Utilities,Animation & Modeling,GameMaker,FPS,Software Training,Action,Shooter,Indie,Education,Multiplayer,Simulation,Singleplayer,Crafting,Early Access,Zombies,VR,Strategy"
1979 Revolution: Black Friday,"Mostly Positive,(786),- 75% of the 786 user reviews for this game are positive.","Choices Matter,Adventure,Indie,Historical,Political,Choose Your Own Adventure,Story Rich,Multiple Endings,Singleplayer,Atmospheric,Action,Exploration,Point & Click,Replay Value,Great Soundtrack,Short,Violent,3D Vision,Third Person"
Prey - Mooncrash,"Mostly Positive,(788),- 74% of the 788 user reviews for this game are positive.","Action,Adventure,Rogue-lite,FPS,Horror,Atmospheric,Rogue-like,Immersive Sim"
MudRunner - Old-timers DLC,"Mostly Positive,(79),- 70% of the 79 user reviews for this game are positive.",Simulation
Bannerman,"Mostly Positive,(79),- 70% of the 79 user reviews for this game are positive.","Action,Violent,Indie,Gore,Adventure,Swordplay,Great Soundtrack,Difficult,Medieval,Pixel Graphics"
Ruzar - The Life Stone,"Mostly Positive,(79),- 72% of the 79 user reviews for this game are positive.","RPG,Dungeon Crawler,Grid-Based Movement,Adventure,Fantasy,First-Person"
Tiny-Tasy Town,"Mostly Positive,(79),- 74% of the 79 user reviews for this game are positive.","Early Access,Casual,Adventure,Indie,Early Access,Simulation,RPG"
Star Wars: Imperial Assault - Legends of the Alliance,"Mostly Positive,(79),- 74% of the 79 user reviews for this game are positive.","Adventure,RPG,Board Game,Co-op,Star Wars"
Jet Car Stunts,"Mostly Positive,(79),- 74% of the 79 user reviews for this game are positive.","Racing,Sports,Indie,Fast-Paced,Multiplayer"
Bloodbath Kavkaz - Khovan Revenge,"Mostly Positive,(79),- 74% of the 79 user reviews for this game are positive.","Action,Adventure,Indie"
McDROID,"Mostly Positive,(79),- 77% of the 79 user reviews for this game are positive.","Strategy,Action,Indie,Tower Defense,Survival,Co-op"
Time Tenshi,"Mostly Positive,(79),- 78% of the 79 user reviews for this game are positive.","Nudity,Anime,Mature,Visual Novel,Sexual Content,Simulation,Adventure,Indie,Dating Sim,Female Protagonist"
iO,"Mostly Positive,(79),- 78% of the 79 user reviews for this game are positive.","Indie,Action,Racing,Physics,Puzzle,Puzzle-Platformer,2D"
Signal Simulator,"Mostly Positive,(79),- 79% of the 79 user reviews for this game are positive.","Simulation,Indie,Aliens,Space,Science,Sandbox"
The Whispered World Special Edition,"Mostly Positive,(790),- 74% of the 790 user reviews for this game are positive.","Adventure,Point & Click,Indie,Singleplayer,Puzzle,Fantasy,Story Rich,Great Soundtrack,Atmospheric,Masterpiece,Hand-drawn,Comedy"
Battlestar Galactica Deadlock,"Mostly Positive,(792),- 79% of the 792 user reviews for this game are positive.","Strategy,Space,Sci-fi,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Singleplayer,Simulation,War,Turn-Based Combat,Multiplayer,Tactical,Replay Value,Atmospheric,Great Soundtrack,4X,Controller,Co-op,Adventure,Action"
Pixel Privateers,"Mostly Positive,(793),- 73% of the 793 user reviews for this game are positive.","Indie,RPG,Action,Adventure,Pixel Graphics,Simulation,Loot,Co-op,2D,Multiplayer,Sci-fi"
Megaton Rainfall,"Mostly Positive,(794),- 72% of the 794 user reviews for this game are positive.","Action,Indie,Open World,Destruction,Superhero,Violent,Space,God Game,First-Person,Aliens,Sandbox,VR,Singleplayer"
Conarium,"Mostly Positive,(795),- 79% of the 795 user reviews for this game are positive.","Lovecraftian,Adventure,Horror,Psychological Horror,Walking Simulator,Indie,First-Person,Atmospheric,Story Rich,Great Soundtrack,Puzzle,Sci-fi"
EDEN STAR,"Mostly Positive,(798),- 75% of the 798 user reviews for this game are positive.","Early Access,Survival,Base Building,Sci-fi,Action,First-Person,Early Access,Strategy,Sandbox,Adventure,Open World,Indie,Building,Shooter,Multiplayer,Singleplayer,Physics,Tower Defense,FPS,Space"
Expeditions: Conquistador,"Mostly Positive,(798),- 79% of the 798 user reviews for this game are positive.","RPG,Strategy,Turn-Based,Indie,Turn-Based Strategy,Historical,Exploration,Tactical,Isometric,Story Rich,Turn-Based Combat,Multiple Endings,Survival,CRPG,Adventure,Singleplayer,Kickstarter,Hex Grid,Character Customization,Choices Matter"
Freestyle 2: Street Basketball,"Mostly Positive,(8,097),- 72% of the 8,097 user reviews for this game are positive.","Free to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,Great Soundtrack,Open World,FPS,2D"
SoulWorker - Anime Action MMO,"Mostly Positive,(8,132),- 75% of the 8,132 user reviews for this game are positive.","Anime,Free to Play,MMORPG,Massively Multiplayer,RPG,Action,Hack and Slash,Sexual Content,Multiplayer,Nudity,JRPG,Online Co-Op,Character Customization,Open World,Co-op,Psychological Horror,Female Protagonist,Mature,Singleplayer,Controller"
Call to Arms,"Mostly Positive,(8,191),- 73% of the 8,191 user reviews for this game are positive.","Strategy,Military,RTS,Multiplayer,Free to Play,War,Action,Tactical,Simulation,FPS,Singleplayer,Modern,Co-op,Realistic,Shooter,First-Person,Third Person,Early Access,Sandbox,Indie"
